station_id,station_name,lat,lon,total_departures,total_arrivals,mean_departures,mean_arrivals,mean_net_flow,std_net_flow
84,"Breams Buildings, Holborn",51.515937,-0.111778,1641,1656,1.0853174603174602,1.0952380952380953,-0.00992063492063492,3.767819009234773
85,"Tanner Street, Bermondsey",51.500647,-0.0786,2296,2226,1.5185185185185186,1.4722222222222223,0.046296296296296294,2.08406377370713
86,"Sancroft Street, Vauxhall",51.489479,-0.115156,1197,1090,0.7916666666666666,0.7208994708994709,0.07076719576719577,1.9349835717477684
87,,,,2178,2204,1.4404761904761905,1.4576719576719577,-0.017195767195767195,1.8428592777815216
88,"Percy Street, Bloomsbury",51.51863,-0.132676,2422,2506,1.6018518518518519,1.6574074074074074,-0.05555555555555555,2.835126799010608
89,"Tavistock Place, Bloomsbury",51.52625,-0.123509,2080,1778,1.3756613756613756,1.1759259259259258,0.19973544973544974,1.861462582980328
90,"Harrington Square 1, Camden Town",51.533019,-0.139174,691,687,0.45701058201058203,0.45436507936507936,0.0026455026455026454,1.0662965647465763
91,"Walnut Tree Walk, Vauxhall",51.493686,-0.111014,1337,1029,0.8842592592592593,0.6805555555555556,0.2037037037037037,1.979253624517323
92,"Borough Road, Elephant & Castle",51.498898,-0.10044,1238,1326,0.8187830687830688,0.876984126984127,-0.0582010582010582,1.3043932047557742
93,"Cloudesley Road, Angel",51.534408,-0.109025,1629,827,1.0773809523809523,0.546957671957672,0.5304232804232805,2.5143664679877467
94,"Bricklayers Arms, Borough",51.495061,-0.085814,2414,2068,1.5965608465608465,1.3677248677248677,0.22883597883597884,3.0667429752193796
95,"Aldersgate Street, Barbican",51.520841,-0.09734,3946,4080,2.60978835978836,2.6984126984126986,-0.08862433862433862,2.431064719588958
96,"Falkirk Street, Hoxton",51.53095,-0.078505,1137,1109,0.751984126984127,0.7334656084656085,0.018518518518518517,1.4464821841698454
97,"Gloucester Road (North), Kensington",51.497924,-0.183834,1781,1847,1.177910052910053,1.2215608465608465,-0.04365079365079365,1.8506655478411755
98,"Hampstead Road, Euston",51.525542,-0.138231,2211,1733,1.4623015873015872,1.1461640211640212,0.31613756613756616,2.0146528495401688
99,,,,2447,2506,1.6183862433862435,1.6574074074074074,-0.03902116402116402,1.9738022365246797
100,,,,1106,1011,0.7314814814814815,0.6686507936507936,0.06283068783068783,1.4445477228293613
101,"Queen Street 1, Bank",51.511553,-0.09294,6410,6696,4.23941798941799,4.428571428571429,-0.18915343915343916,3.6381592312496807
102,"Jewry Street, Aldgate",51.513406,-0.076793,1627,1765,1.0760582010582012,1.1673280423280423,-0.09126984126984126,2.1346786455711673
103,"Vicarage Gate, Kensington",51.504723,-0.192538,835,551,0.5522486772486772,0.3644179894179894,0.18783068783068782,0.9892392857299794
104,"Crosswall, Tower",51.511594,-0.077121,5468,5884,3.6164021164021163,3.8915343915343916,-0.2751322751322751,3.534789280444346
